value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.612,0.15,2,0.875,0.4,3,3,-2,"""0-2""",,,
0.49,0.333,3,0.541,0.95,0,1,-1,"""1-2""",,,
0.661,0.75,0,0.402,0.5,2,1,1,"""1-0""",,,
0.485,0.9,3,0.284,0.3,7,2,0,"""0-0""",,,
0.291,0.393,2,0.254,0.45,9,2,0,"""1-1""",,,
0.045,0.944,6,0.051,0.364,6,3,-1,"""0-1""",,,
0.743,0.35,5,0.715,0.455,3,3,-2,"""1-3""",,,
0.066,0.25,4,0.205,0.1,9,1,1,"""1-1""",,,
0.381,0.25,2,0.206,0.5,3,1,2,"""2-0""",,,
0.111,0.85,2,0.715,0.3,4,2,0,"""0-0""",,,
0.123,0.611,0,0.402,0.8,2,3,-2,"""0-2""",,,
0.218,0.179,7,0.084,0.45,4,1,1,"""7-0""",,,
0.1,0.85,5,0.715,0.778,4,2,0,"""1-1""",,,
0.092,0.6,2,0.252,0.8,2,3,-2,"""0-2""",,,
0.348,0.944,0,1.0,0.25,9,3,-3,"""1-4""",,,
0.459,0.556,7,0.059,0.667,7,3,-1,"""1-2""",,,
0.099,0.25,4,1.0,0.1,9,2,0,"""1-1""",,,
0.12,0.65,0,1.0,0.125,9,3,-1,"""0-1""",,,
0.109,0.45,7,0.084,0.95,0,1,2,"""2-0""",,,
0.341,0.85,5,0.284,0.8,2,3,-2,"""0-2""",,,
0.501,0.3,9,0.921,0.7,5,2,0,"""1-1""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.374,0.35,5,0.043,0.778,3,2,0,"""0-0""",,,
0.173,0.6,3,0.562,0.4,9,3,-2,"""2-0""",,,
0.578,0.85,5,0.409,0.8,2,3,-2,"""0-2""",,,
0.508,0.571,2,0.093,0.8,4,3,-1,"""2-0""",,,
0.142,0.5,4,0.409,0.8,7,3,-2,"""0-2""",,,
0.789,0.8,6,0.202,0.889,1,2,0,"""1-1""",,,
0.578,0.3,2,0.163,1.0,0,3,1,"""4-2""",,,
0.045,1.0,7,0.519,0.75,4,3,-1,"""0-1""",,,
0.054,0.05,9,0.566,0.5,3,1,0,"""3-2""",,,
0.857,0.15,9,0.218,0.679,6,2,0,"""0-0""",,,
0.455,0.45,4,1.0,0.1,7,3,-1,"""0-1""",,,
0.055,0.393,7,0.203,0.444,7,1,1,"""2-1""",,,
0.509,0.563,7,0.248,0.75,7,1,0,"""2-1""",,,
0.54,0.25,4,0.462,0.636,6,1,1,"""1-0""",,,
0.102,0.4,6,0.882,0.5,6,2,0,"""0-0""",,,
0.102,0.95,3,0.6,0.75,7,2,0,"""1-1""",,,
0.092,0.8,6,0.094,0.45,7,3,-1,"""1-2""",,,
0.444,0.35,6,0.249,0.667,3,3,-2,"""1-2""",,,
0.325,0.35,2,0.133,0.889,7,2,0,"""3-2""",,,
0.635,0.65,2,0.175,0.1,9,3,2,"""1-1""",,,
0.278,0.55,6,0.398,0.9,1,2,3,"""4-1""",,,
0.362,0.063,6,0.487,0.292,7,3,-2,"""1-2""",,,
0.13,0.667,6,0.431,0.292,6,3,-4,"""2-6""",,,
0.5,0.25,4,0.111,0.1,7,2,0,"""2-2""",,,
0.111,0.778,0,0.474,0.7,4,2,0,"""1-1""",,,
0.609,0.773,6,0.219,0.8,1,1,3,"""1-1""",,,
0.363,0.45,7,0.703,0.071,6,1,2,"""2-0""",,,
0.857,1.0,3,0.409,0.111,2,2,0,"""1-1""",,,
0.036,0.15,6,0.546,0.889,6,2,0,"""1-1""",,,
0.962,0.45,6,0.07,0.4,1,1,2,"""2-0""",,,
0.237,0.615,4,0.097,0.45,7,1,1,"""1-2""",,,
0.525,0.95,4,0.208,0.25,7,1,1,"""1-0""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
1.0,0.722,2,0.566,0.722,6,1,2,"""3-1""",,,
0.086,0.65,2,1.0,0.1,9,1,1,"""1-0""",,,
0.402,0.8,4,0.489,0.6,7,1,1,"""4-1""",,,
0.574,0.889,3,0.214,0.45,6,3,1,"""1-2""",,,
0.184,0.944,2,1.0,0.313,6,3,-3,"""0-3""",,,
0.204,0.227,6,0.269,1.0,1,1,1,"""2-1""",,,
0.045,0.15,6,0.108,0.222,6,2,0,"""0-0""",,,
0.983,0.111,9,0.059,0.667,7,1,3,"""1-2""",,,
0.111,0.889,4,0.175,0.0625,3,1,3,"""4-0""",,,
0.501,0.45,4,0.612,0.95,1,1,2,"""2-0""",,,
0.235,0.667,6,0.284,1.0,6,1,0,"""0-0""",,,
0.237,0.8,7,0.731,1.0,7,3,-2,"""1-2""",,,
0.12,0.889,2,0.279,0.6,9,3,-1,"""1-2""",,,
0.359,0.889,3,0.558,0.75,1,3,-1,"""1-2""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""2-6""",,,
0.229,0.7,4,0.921,0.15,3,2,0,"""1-1""",,,
0.359,0.4,7,0.126,0.417,4,3,1,"""2-1""",,,
0.418,0.25,3,0.462,0.556,9,1,1,"""1-0""",,,
0.066,0.45,3,0.043,0.083,5,2,0,"""0-1""",,,
0.123,0.9,0,1.0,0.8,2,3,-2,"""1-1""",,,
0.156,0.6,4,0.126,0.292,7,3,-2,"""0-2""",,,
0.073,0.167,4,0.093,0.85,0,1,1,"""2-0""",,,
0.346,1.0,0,0.522,0.313,9,3,-1,"""0-2""",,,
0.34,0.35,5,0.344,0.455,4,3,-2,"""1-3""",,,
0.291,0.65,4,1.0,0.0625,3,1,2,"""0-1""",,,
0.34,0.111,6,0.048,0.85,3,1,3,"""4-1""",,,
0.343,0.773,7,0.284,0.8,4,2,0,"""1-1""",,,
0.418,0.85,5,0.326,0.05,5,2,0,"""0-0""",,,
0.237,0.944,7,0.343,0.45,7,3,-2,"""0-2""",,,
0.961,0.111,9,0.059,0.45,7,1,5,"""5-0""",,,
0.083,0.4,7,0.223,0.85,7,1,2,"""2-1""",,,
0.343,0.85,7,0.501,0.188,4,1,1,"""1-0""",,,
0.133,0.95,6,0.397,0.5,1,1,1,"""1-0""",,,
0.962,1.0,4,1.0,0.5,9,1,0,"""2-2""",,,
0.173,0.05,7,0.225,0.75,6,2,0,"""1-1""",,,
0.036,0.8,3,0.093,0.3,4,2,0,"""0-0""",,,
0.184,0.15,1,1.0,0.389,9,3,2,"""2-2""",,,
0.499,0.278,3,0.051,0.438,3,1,2,"""2-1""",,,
0.466,0.15,6,0.853,0.85,9,3,-1,"""1-2""",,,
0.466,0.111,6,0.175,0.5,6,3,-1,"""0-1""",,,
0.243,0.85,4,0.272,0.409,3,1,-1,"""1-0""",,,
0.278,0.15,6,0.125,0.455,4,3,7,"""4-2""",,,
0.635,0.15,9,0.059,0.3,5,1,3,"""1-1""",,,
0.366,0.429,2,0.412,0.65,3,1,-2,"""7-0""",,,
0.301,0.722,5,0.12,0.95,2,1,2,"""0-4""",,,
0.098,0.35,4,0.122,0.056,6,2,0,"""1-1""",,,
0.199,0.188,2,0.218,0.222,5,2,0,"""1-1""",,,
0.045,0.625,2,0.06,0.083,0,3,-1,"""1-2""",,,
0.211,0.3,1,0.072,0.708,3,2,0,"""2-2""",,,
0.114,0.667,4,1.0,0.3,1,2,0,"""3-0""",,,
0.381,0.056,3,0.385,0.071,3,1,2,"""3-1""",,,
0.223,1.0,0,0.254,0.5,9,2,0,"""1-1""",,,
0.208,0.25,4,0.766,0.1,1,1,1,"""1-1""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.612,0.625,7,0.462,0.188,2,1,1,"""1-0""",,,
0.066,0.65,4,0.126,0.3,7,1,1,"""2-3""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
1.0,0.071,2,0.108,0.278,0,1,0,"""1-1""",,,
0.612,1.0,4,0.875,0.75,3,3,-1,"""0-1""",,,
1.0,0.1,9,0.093,0.55,3,2,3,"""0-0""",,,
0.092,0.65,4,0.275,0.389,4,3,-1,"""2-3""",,,
0.042,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.597,0.95,1,0.462,0.444,7,1,1,"""2-1""",,,
0.509,0.2,3,0.15,0.071,6,1,2,"""1-0""",,,
0.208,1.0,2,0.269,0.0625,1,3,-1,"""0-1""",,,
0.49,0.636,7,0.391,0.75,4,1,1,"""2-1""",,,
0.042,0.05,4,0.236,0.45,7,1,-1,"""1-1""",,,
0.12,0.773,1,0.766,0.708,7,3,-1,"""1-1""",,,
0.518,0.611,4,0.269,0.667,7,1,1,"""0-2""",,,
0.5,0.65,4,0.466,0.1,3,1,2,"""2-0""",,,
0.117,0.607,6,0.795,1.0,0,3,0,"""1-1""",,,
0.237,0.6,7,0.126,0.55,3,3,-2,"""0-2""",,,
0.857,0.25,4,0.11,0.5,6,1,1,"""1-0""",,,
0.325,0.111,7,0.343,0.667,7,1,1,"""3-2""",,,
0.345,0.75,6,0.097,0.6,7,3,-2,"""0-2""",,,
0.32,0.056,5,0.123,0.6,3,1,1,"""3-0""",,,
0.962,0.85,1,0.412,0.111,1,1,2,"""2-1""",,,
0.487,0.15,3,0.12,0.188,6,1,1,"""4-2""",,,
0.117,0.667,6,0.409,0.833,1,1,0,"""0-0""",,,
0.5,1.0,2,0.076,0.5,9,2,0,"""1-1""",,,
0.545,0.111,4,0.126,0.85,7,1,3,"""2-1""",,,
0.499,0.571,4,0.084,0.6,0,1,3,"""4-1""",,,
0.173,0.85,7,0.097,0.7,4,3,-1,"""1-1""",,,
0.427,0.438,4,0.295,0.688,5,1,3,"""3-0""",,,
1.0,0.222,3,0.223,0.5,7,1,1,"""1-0""",,,
0.158,0.95,5,0.397,0.05,1,1,2,"""1-1""",,,
0.609,0.556,4,0.853,0.5,7,1,1,"""3-2""",,,
0.258,0.222,7,0.203,0.444,6,1,1,"""2-1""",,,
1.0,0.179,0,0.519,0.5,6,1,1,"""2-1""",,,
0.346,0.222,5,0.254,0.65,2,1,2,"""3-1""",,,
0.321,0.278,4,0.219,0.833,3,1,3,"""3-0""",,,
0.092,0.85,2,0.752,0.2,3,3,-2,"""1-3""",,,
0.123,0.889,6,1.0,0.1,3,3,-2,"""1-1""",,,
0.066,0.75,4,1.0,0.1,9,2,0,"""1-1""",,,
0.191,0.9,2,0.151,0.6,9,3,-1,"""1-1""",,,
0.199,0.8,4,0.882,0.679,6,2,0,"""1-1""",,,
0.13,0.6,4,0.051,0.833,3,1,3,"""3-0""",,,
0.203,0.708,2,0.093,0.111,3,2,0,"""0-0""",,,
0.381,0.722,2,0.093,0.7,9,1,2,"""3-1""",,,
0.258,0.75,2,0.225,0.5,6,1,1,"""1-0""",,,
0.1,0.1,9,0.131,0.5,3,1,2,"""3-1""",,,
0.427,0.125,4,0.278,0.688,5,1,3,"""3-0""",,,
0.366,0.056,4,0.248,0.65,2,3,-1,"""0-2""",,,
0.789,0.75,2,0.97,0.75,9,2,0,"""1-1""",,,
0.518,0.667,6,0.786,0.65,5,1,3,"""2-0""",,,
0.278,0.667,6,0.97,1.0,6,2,0,"""0-0""",,,
0.158,0.4,4,0.882,0.15,3,1,1,"""3-3""",,,
0.578,0.5,7,0.249,1.0,4,3,-1,"""0-1""",,,
0.114,0.9,3,0.466,0.75,6,2,0,"""1-1""",,,
0.046,0.708,0,0.252,0.75,7,2,0,"""1-1""",,,
1.0,0.833,3,0.175,0.7,3,1,2,"""1-1""",,,
0.597,0.556,4,0.15,0.556,7,1,1,"""1-0""",,,
1.0,0.15,2,0.125,0.95,3,3,1,"""4-2""",,,
0.273,0.636,0,1.0,0.1,9,3,-1,"""0-1""",,,
1.0,0.1,7,0.214,1.0,3,1,2,"""2-0""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
1.0,0.1,9,0.849,0.5,6,2,0,"""2-2""",,,
0.226,0.6,5,0.875,0.8,2,3,-2,"""0-2""",,,
0.343,0.75,4,0.15,0.15,7,1,1,"""1-3""",,,
0.612,0.625,0,1.0,0.3,2,2,0,"""1-1""",,,
0.955,0.25,4,1.0,0.667,0,3,-1,"""0-1""",,,
0.34,0.85,4,0.522,0.85,6,3,-2,"""4-2""",,,
0.237,0.429,4,0.093,0.563,4,3,-1,"""1-2""",,,
0.678,0.438,4,0.295,0.875,1,1,3,"""3-0""",,,
0.185,1.0,6,0.522,0.65,9,3,-2,"""0-2""",,,
0.473,0.3,2,0.218,0.3,7,2,0,"""2-2""",,,
0.123,0.75,0,0.522,0.111,2,3,-2,"""0-2""",,,
0.509,0.35,4,0.558,0.1,6,1,3,"""0-4""",,,
0.199,0.667,6,0.406,1.0,1,2,0,"""0-0""",,,
0.5,0.65,2,0.269,0.1,9,3,-2,"""0-2""",,,
0.065,0.8,9,0.165,0.167,4,2,0,"""6-1""",,,
0.098,0.417,6,0.786,0.167,6,3,-3,"""0-3""",,,
0.108,0.75,4,0.114,0.15,7,1,1,"""1-0""",,,
0.084,0.607,3,0.882,0.6,0,3,-1,"""0-1""",,,
0.243,0.15,3,0.68,0.5,1,1,0,"""0-0""",,,
0.13,0.136,7,0.072,1.0,4,1,1,"""2-1""",,,
0.49,0.65,6,0.489,0.944,2,1,1,"""1-0""",,,
0.06,0.833,5,0.248,0.7,6,1,2,"""3-1""",,,
0.44,1.0,7,0.069,0.75,1,3,-1,"""0-1""",,,
0.265,1.0,2,1.0,0.083,1,2,0,"""1-1""",,,
0.374,0.9,3,0.284,0.889,4,2,0,"""2-2""",,,
0.962,0.111,7,0.084,0.438,0,1,2,"""2-0""",,,
0.084,0.893,7,0.989,0.071,4,1,2,"""4-3""",,,
0.346,0.35,1,0.19,0.3,4,2,0,"""0-0""",,,
0.44,0.6,4,0.219,0.6,7,3,-2,"""0-2""",,,
0.133,0.85,7,0.435,0.95,1,1,2,"""2-0""",,,
0.807,0.35,7,0.042,0.2,6,1,7,"""4-2""",,,
0.772,0.607,4,0.522,0.85,1,3,-1,"""1-2""",,,
0.173,1.0,0,1.0,0.1,9,3,-1,"""0-1""",,,
0.678,0.6,4,0.295,0.688,5,1,3,"""3-0""",,,
0.266,0.65,2,1.0,0.1,9,1,-4,"""2-6""",,,
0.038,0.55,2,0.286,0.3,9,1,1,"""1-0""",,,
0.06,0.167,1,0.093,0.5,6,1,1,"""2-1""",,,
0.036,0.909,0,0.093,0.889,5,2,0,"""1-1""",,,
1.0,0.611,7,0.558,0.5,3,3,-2,"""0-4""",,,
0.155,0.625,7,0.202,0.15,9,2,-1,"""1-1""",,,
0.543,0.55,7,0.126,0.722,4,1,1,"""4-1""",,,
0.49,0.167,6,0.042,0.464,0,1,1,"""2-1""",,,
0.073,0.222,6,0.348,0.833,1,1,0,"""0-0""",,,
0.58,0.889,4,0.268,0.292,1,3,-2,"""2-1""",,,
0.518,0.2,3,0.849,0.05,7,1,1,"""1-0""",,,
0.066,0.25,4,1.0,0.1,9,2,0,"""1-1""",,,
0.068,0.625,0,1.0,0.042,6,3,-3,"""0-3""",,,
1.0,0.1,9,0.132,0.55,3,1,4,"""5-1""",,,
0.117,0.6,2,0.126,0.125,9,1,1,"""1-0""",,,
0.321,0.55,7,0.084,0.6,5,2,0,"""1-1""",,,
0.229,0.85,5,0.795,0.5,1,1,-2,"""3-0""",,,
0.26,0.45,3,0.882,0.4,6,3,-1,"""0-1""",,,
0.123,0.9,2,0.97,0.25,2,1,-2,"""0-2""",,,
0.578,0.2,7,0.563,0.636,7,1,1,"""2-1""",,,
0.454,0.85,6,0.279,1.0,5,3,1,"""3-3""",,,
0.229,1.0,6,0.218,0.3,4,2,0,"""2-2""",,,
1.0,0.1,9,0.132,0.55,3,2,4,"""5-1""",,,
0.678,0.55,4,0.398,0.7,1,2,3,"""3-0""",,,
0.159,0.75,6,1.0,0.167,6,1,1,"""3-1""",,,
0.117,0.417,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.038,0.75,0,0.326,0.05,6,1,1,"""1-0""",,,
0.06,0.167,1,0.172,0.444,6,1,1,"""2-1""",,,
1.0,0.4,1,0.566,0.286,3,1,-2,"""1-1""",,,
0.235,0.35,5,0.111,0.125,6,2,0,"""0-0""",,,
0.273,0.417,7,1.0,0.5,7,3,-1,"""1-2""",,,
0.499,0.125,4,0.06,0.429,3,1,3,"""3-0""",,,
0.258,0.571,3,0.123,0.4,4,1,2,"""1-0""",,,
0.235,0.15,6,0.17,0.2,6,2,0,"""0-0""",,,
0.555,0.063,3,0.151,0.4,6,1,1,"""1-0""",,,
0.109,0.4,3,0.462,0.5,9,1,1,"""1-0""",,,
0.58,1.0,7,0.069,0.6,1,3,-1,"""0-1""",,,
0.518,0.8,6,0.391,1.0,4,1,1,"""2-1""",,,
0.55,0.6,7,0.051,0.5,4,3,-2,"""0-2""",,,
0.955,0.071,4,0.051,0.107,6,1,1,"""1-0""",,,
0.084,0.45,6,0.123,0.8,6,1,1,"""1-2""",,,
0.348,0.5,3,0.431,0.1,4,3,-2,"""0-2""",,,
0.098,0.55,7,0.661,0.75,5,2,0,"""1-2""",,,
0.739,0.6,9,0.225,0.55,3,1,-2,"""1-3""",,,
0.278,0.45,6,0.849,0.7,3,2,0,"""0-0""",,,
0.427,0.55,4,0.295,0.9,1,1,3,"""3-0""",,,
0.381,0.667,2,0.431,0.292,6,3,-4,"""2-6""",,,
0.32,0.222,7,0.223,0.071,7,1,1,"""3-2""",,,
0.61,0.417,9,0.609,0.4,1,3,-3,"""0-3""",,,
0.341,0.6,1,0.487,0.4,3,3,-2,"""0-2""",,,
0.578,0.563,3,0.462,0.438,1,1,2,"""3-1""",,,
0.173,0.85,5,0.397,0.2,9,2,0,"""0-0""",,,
0.34,0.85,7,0.562,0.25,4,3,-2,"""0-2""",,,
0.265,0.95,0,0.051,0.8,2,1,1,"""1-0""",,,
0.208,0.389,3,0.272,0.45,7,1,1,"""0-4""",,,
0.962,0.65,4,0.565,0.111,3,1,2,"""2-0""",,,
0.208,0.188,5,0.125,0.7,0,2,0,"""1-1""",,,
0.455,0.45,2,0.908,0.1,9,3,-1,"""0-1""",,,
0.345,0.15,6,0.208,0.15,6,3,2,"""4-2""",,,
0.867,0.077,7,0.633,0.4,0,1,1,"""2-1""",,,
0.068,0.111,5,0.284,0.722,7,2,0,"""1-1""",,,
0.341,0.5,6,0.633,0.278,4,2,0,"""0-0""",,,
0.073,0.25,9,0.661,0.3,7,2,0,"""2-2""",,,
0.455,0.45,3,0.795,0.6,0,3,-1,"""0-1""",,,
0.466,0.8,7,0.54,0.1,4,3,-1,"""1-2""",,,
0.609,0.6,4,0.219,0.688,5,1,3,"""3-0""",,,
0.431,0.607,7,0.122,1.0,1,3,2,"""2-1""",,,
0.983,0.111,9,0.1,0.667,7,1,5,"""5-0""",,,
0.343,1.0,3,0.043,0.889,5,2,0,"""1-1""",,,
0.208,1.0,2,1.0,0.1,9,3,-1,"""0-1""",,,
0.092,0.6,6,0.051,0.636,6,3,-2,"""1-2""",,,
0.336,1.0,0,0.064,0.889,9,2,0,"""2-2""",,,
0.173,0.667,2,0.431,0.292,6,3,-4,"""2-6""",,,
0.08,0.222,4,0.042,0.444,4,1,1,"""2-1""",,,
0.099,0.75,4,1.0,0.25,9,1,1,"""1-0""",,,
0.184,0.4,6,1.0,0.167,6,3,-3,"""2-3""",,,
0.292,0.063,3,0.275,0.75,4,2,0,"""0-0""",,,
0.235,0.9,3,0.084,0.75,5,2,0,"""1-1""",,,
0.382,0.85,3,0.642,0.5,1,2,0,"""0-0""",,,
0.382,1.0,3,0.093,0.3,3,2,0,"""0-0""",,,
0.487,0.15,7,0.051,0.4,9,1,-1,"""1-3""",,,
0.487,0.5,4,0.462,0.107,4,3,0,"""0-1""",,,
0.292,0.1,6,0.279,0.056,4,2,0,"""0-0""",,,
1.0,0.615,4,1.0,0.1,3,3,-2,"""1-3""",,,
0.318,0.333,7,0.163,0.25,9,3,-1,"""1-2""",,,
0.266,0.563,2,0.431,0.292,9,3,-4,"""2-6""",,,
0.501,0.05,9,0.044,0.5,4,1,3,"""3-0""",,,
0.789,0.182,3,0.715,0.222,6,2,0,"""0-0""",,,
0.612,0.5,2,0.675,0.2,4,2,-2,"""0-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""2-6""",,,
0.06,0.25,5,0.487,0.5,3,1,2,"""1-1""",,,
0.117,0.4,0,0.343,0.8,6,3,-2,"""0-2""",,,
0.184,0.889,0,1.0,0.1,3,3,-1,"""0-1""",,,
0.301,0.45,7,0.163,0.364,7,3,-1,"""4-2""",,,
0.66,0.4,7,0.271,0.05,7,1,1,"""1-0""",,,
0.5,0.563,2,0.175,0.55,3,1,2,"""2-2""",,,
0.045,0.75,7,0.225,0.444,1,1,-2,"""1-0""",,,
0.08,0.5,0,0.133,0.167,6,2,0,"""0-0""",,,
0.123,0.4,4,0.051,0.1,7,3,-2,"""1-2""",,,
0.44,0.136,2,0.097,0.85,0,1,3,"""0-0""",,,
1.0,0.8,1,0.064,0.889,0,2,0,"""1-1""",,,
0.162,0.4,0,0.19,0.05,4,1,1,"""1-0""",,,
0.068,0.417,0,1.0,0.042,9,3,-3,"""1-4""",,,
0.34,0.35,5,0.815,0.455,3,3,-2,"""1-3""",,,
0.626,0.65,2,1.0,0.1,9,3,-1,"""0-1""",,,
0.462,0.15,1,0.093,0.5,6,1,2,"""4-2""",,,
0.961,0.05,4,0.1,0.45,7,1,1,"""3-2""",,,
0.278,0.667,4,0.084,1.0,1,2,3,"""3-0""",,,
0.226,0.6,6,0.562,0.8,2,3,-2,"""0-2""",,,
0.466,0.95,4,0.236,1.0,2,1,1,"""0-2""",,,
0.159,0.667,6,0.609,0.4,6,2,0,"""0-0""",,,
0.197,0.45,3,0.033,0.944,0,1,2,"""2-0""",,,
0.197,0.45,3,0.104,0.944,0,1,2,"""2-0""",,,
0.321,0.9,4,0.094,0.6,5,1,3,"""1-0""",,,
0.032,0.667,3,0.703,0.2,2,2,0,"""0-0""",,,
0.501,0.45,3,0.612,0.5,0,1,2,"""2-0""",,,
0.363,0.45,7,0.044,0.25,0,1,2,"""2-0""",,,
0.123,0.556,7,0.418,0.667,7,3,-1,"""1-2""",,,
0.291,0.95,1,0.815,0.85,2,3,-2,"""1-3""",,,
0.036,0.5,6,0.094,0.4,6,3,-1,"""0-1""",,,
0.226,0.15,6,0.882,0.1,3,1,-1,"""1-2""",,,
0.092,1.0,0,1.0,0.107,7,3,-1,"""1-2""",,,
0.199,0.333,2,1.0,0.75,9,2,0,"""1-1""",,,
0.543,0.077,7,0.19,1.0,5,1,2,"""3-1""",,,
0.218,0.15,4,0.084,0.95,5,1,3,"""3-0""",,,
0.381,0.708,1,0.207,0.75,3,2,0,"""0-0""",,,
0.092,0.9,4,0.409,0.8,2,3,-2,"""0-2""",,,
0.223,0.4,3,0.043,0.65,3,1,2,"""3-1""",,,
0.678,0.444,4,0.219,0.357,5,1,3,"""4-2""",,,
0.117,0.182,4,0.562,0.7,5,2,3,"""3-3""",,,
0.099,0.25,2,0.084,0.9,5,1,0,"""7-0""",,,
0.184,0.667,2,0.409,0.75,6,3,0,"""0-1""",,,
0.114,0.667,3,0.093,0.3,1,2,0,"""0-0""",,,
0.092,0.35,5,0.15,0.591,3,3,-2,"""0-2""",,,
0.092,0.8,7,0.236,0.5,7,3,1,"""1-2""",,,
0.612,0.688,4,0.795,0.25,9,3,-1,"""0-1""",,,
0.109,0.25,3,0.466,1.0,1,1,1,"""0-1""",,,
0.211,0.444,7,0.223,0.278,7,2,0,"""1-1""",,,
0.83,0.773,9,0.155,0.455,3,1,0,"""1-1""",,,
0.459,0.556,7,0.097,0.667,7,3,-1,"""1-2""",,,
0.772,0.563,3,0.069,1.0,0,3,-1,"""0-1""",,,
0.249,0.45,4,0.28,0.5,1,3,-1,"""2-2""",,,
0.661,0.25,5,0.877,0.65,4,1,2,"""0-2""",,,
0.092,0.25,4,0.462,0.45,7,1,1,"""1-0""",,,
0.545,0.278,4,0.882,0.5,9,3,-1,"""2-3""",,,
0.857,0.8,3,0.642,0.3,5,2,0,"""2-2""",,,
0.046,0.3,5,0.271,0.056,4,2,0,"""1-1""",,,
0.527,0.85,4,0.409,0.667,5,3,-1,"""0-2""",,,
0.042,0.417,6,0.097,0.083,6,3,-3,"""0-3""",,,
0.162,0.3,3,0.271,0.05,9,1,1,"""1-0""",,,
0.054,0.75,2,0.501,0.444,2,1,0,"""1-1""",,,
1.0,0.1,9,0.268,0.55,3,1,4,"""5-1""",,,
0.772,0.607,7,0.069,0.231,3,3,-1,"""0-1""",,,
0.084,0.056,6,0.051,0.4,1,1,-1,"""2-1""",,,
0.162,0.3,1,0.254,0.15,1,1,2,"""3-1""",,,
0.1,0.15,4,0.1,0.15,3,1,2,"""4-2""",,,
0.5,0.9,4,0.786,0.75,9,2,0,"""2-2""",,,
0.258,0.6,2,0.084,0.357,1,1,3,"""3-0""",,,
0.356,0.1,9,0.268,0.85,3,1,0,"""2-2""",,,
0.416,0.3,2,0.731,0.833,9,2,0,"""0-0""",,,
0.318,0.056,9,0.097,0.667,7,3,-1,"""1-2""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.348,1.0,4,1.0,0.1,1,3,-4,"""1-2""",,,
0.237,0.45,7,0.104,0.95,6,1,2,"""2-0""",,,
0.359,0.85,2,0.388,0.455,4,2,0,"""1-1""",,,
0.743,0.6,4,0.111,0.45,7,1,1,"""1-0""",,,
0.731,0.611,2,0.295,0.278,6,2,0,"""1-0""",,,
0.208,0.65,2,1.0,0.1,9,2,0,"""1-1""",,,
0.173,0.8,7,0.315,0.6,1,3,-1,"""0-1""",,,
0.499,0.667,6,0.519,0.6,1,1,3,"""3-0""",,,
0.462,0.25,4,0.092,0.3,3,1,3,"""2-1""",,,
0.612,0.25,5,0.815,0.2,4,3,-2,"""1-3""",,,
0.867,0.333,7,0.412,0.7,4,1,1,"""2-1""",,,
0.574,0.85,6,0.048,0.45,7,3,-1,"""1-2""",,,
0.55,0.35,5,0.344,0.15,3,3,0,"""1-3""",,,
0.159,0.6,4,0.549,0.636,7,1,-2,"""0-2""",,,
0.5,0.75,6,0.072,0.7,4,1,1,"""1-1""",,,
0.366,0.188,4,0.08,0.889,1,1,0,"""1-1""",,,
0.955,0.167,3,0.17,0.15,4,1,1,"""2-0""",,,
0.265,0.35,5,0.815,0.6,3,3,-2,"""1-3""",,,
0.466,0.3,6,0.11,0.389,0,1,2,"""2-0""",,,
0.173,0.4,0,0.203,0.3,7,2,0,"""1-1""",,,
0.55,0.35,2,0.815,0.778,4,3,-2,"""0-2""",,,
0.184,0.417,0,1.0,0.167,6,3,-3,"""0-3""",,,
0.318,0.85,4,0.522,0.455,7,3,-2,"""2-2""",,,
0.359,0.65,2,1.0,0.1,9,2,1,"""1-0""",,,
0.272,0.9,4,0.661,0.667,9,3,-2,"""0-2""",,,
0.265,0.65,2,0.043,0.5,9,3,-1,"""0-1""",,,
0.466,0.95,7,0.278,0.05,7,3,0,"""4-1""",,,
0.5,0.25,2,0.043,0.75,9,2,0,"""1-1""",,,
0.867,0.889,0,0.235,0.5,4,1,1,"""2-1""",,,
0.099,0.4,3,0.275,0.4,4,3,1,"""1-0""",,,
0.1,0.85,2,0.208,0.5,3,1,2,"""1-1""",,,
0.499,0.278,9,0.123,0.15,3,1,1,"""7-0""",,,
0.473,0.9,2,0.766,0.222,5,2,0,"""2-2""",,,
0.34,0.6,4,0.163,0.8,2,3,-2,"""0-2""",,,
0.226,0.615,3,0.563,0.3,7,1,1,"""1-0""",,,
0.038,0.8,4,0.989,0.3,9,2,0,"""1-1""",,,
0.208,0.556,3,0.278,1.0,0,3,-1,"""0-1""",,,
0.543,0.227,4,1.0,0.1,9,3,1,"""1-0""",,,
0.55,0.35,4,0.522,0.2,4,3,-2,"""1-3""",,,
