value_h,rank_h,pts_last3_h,value_a,rank_a,pts_last3_a,result,difference,score,1_home_win,2_draw,3_away_win
0.402,0.15,1,0.12,0.722,4,1,2,"""2-0""",,,
0.374,0.3,4,0.535,0.75,9,2,0,"""2-2""",,,
0.038,0.6,4,0.412,0.85,7,1,3,"""1-2""",,,
0.431,0.556,6,0.462,0.8,6,2,0,"""2-2""",,,
0.204,0.688,3,0.275,0.85,7,3,-2,"""1-2""",,,
0.584,0.625,4,0.165,0.1,6,1,0,"""2-2""",,,
0.789,0.667,2,0.788,0.35,4,2,0,"""0-0""",,,
0.661,0.167,1,0.315,0.6,2,1,1,"""1-0""",,,
0.789,0.4,1,0.466,0.722,4,2,0,"""2-2""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.789,0.214,6,0.849,0.722,6,2,0,"""0-0""",,,
0.08,0.909,4,0.042,0.55,2,2,0,"""2-2""",,,
0.066,0.6,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.343,0.188,5,0.462,0.2,4,2,0,"""0-0""",,,
0.278,0.444,6,0.612,0.722,6,1,3,"""3-0""",,,
0.867,0.9,1,0.076,0.111,4,1,-2,"""1-3""",,,
0.525,0.6,4,0.126,0.7,5,1,3,"""3-0""",,,
0.266,0.65,0,1.0,0.1,9,3,-4,"""1-4""",,,
0.325,0.15,4,0.398,1.0,3,2,0,"""1-1""",,,
0.34,0.125,6,0.295,0.875,1,1,3,"""3-0""",,,
0.237,0.15,6,0.208,0.722,6,1,2,"""4-2""",,,
0.1,0.833,1,0.385,0.333,6,1,2,"""3-1""",,,
0.345,0.25,7,0.252,0.5,7,1,1,"""2-1""",,,
0.226,0.85,3,0.275,0.85,7,3,1,"""3-2""",,,
1.0,0.4,4,0.788,0.55,3,2,0,"""1-1""",,,
0.343,0.5,4,0.122,0.4,2,2,0,"""1-0""",,,
0.518,0.889,6,0.123,0.444,6,1,1,"""2-1""",,,
0.065,0.778,4,0.752,0.889,5,2,0,"""2-2""",,,
0.243,0.7,4,0.284,0.667,3,2,0,"""2-2""",,,
0.61,0.944,9,0.97,0.313,6,3,-3,"""0-1""",,,
0.073,0.222,1,0.402,0.444,6,1,1,"""2-1""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.466,0.077,6,0.387,0.75,4,2,0,"""0-0""",,,
0.318,0.6,4,0.126,0.95,7,3,-1,"""1-2""",,,
0.237,0.15,6,0.044,1.0,6,1,3,"""4-2""",,,
0.073,0.9,1,0.962,0.667,4,2,1,"""1-0""",,,
0.525,0.438,4,0.22,0.95,5,1,3,"""3-0""",,,
0.1,0.3,5,0.489,0.833,6,1,2,"""3-1""",,,
0.518,0.75,0,0.108,0.5,9,1,1,"""1-0""",,,
0.527,0.9,5,0.815,0.2,3,2,-2,"""1-3""",,,
0.068,0.65,9,0.487,0.45,7,3,-4,"""0-1""",,,
0.06,0.833,1,0.225,0.333,6,1,2,"""3-1""",,,
0.098,0.333,7,0.849,0.2,4,2,0,"""0-0""",,,
0.635,0.778,4,0.558,0.85,0,3,-2,"""0-2""",,,
0.5,0.611,9,0.398,0.679,1,2,0,"""1-1""",,,
0.035,0.6,4,0.558,0.125,7,3,-2,"""0-2""",,,
0.455,0.85,4,0.336,0.042,4,3,-2,"""1-3""",,,
0.789,0.389,6,0.111,0.722,4,2,0,"""1-1""",,,
0.092,0.65,0,0.487,0.25,9,3,-2,"""0-2""",,,
0.49,0.179,3,0.282,0.563,7,1,1,"""3-2""",,,
0.525,0.6,4,0.126,0.688,5,1,3,"""3-0""",,,
0.465,1.0,2,0.366,0.75,9,2,0,"""1-1""",,,
0.325,0.15,5,0.12,0.278,4,1,2,"""3-3""",,,
0.525,0.056,6,0.541,0.55,6,3,1,"""2-3""",,,
0.035,0.5,7,0.126,0.083,2,3,-2,"""0-2""",,,
0.111,1.0,4,0.286,0.75,0,2,0,"""1-1""",,,
0.243,1.0,0,0.795,0.75,9,2,-1,"""1-1""",,,
0.382,0.2,4,0.28,0.8,4,2,0,"""0-0""",,,
0.465,0.111,2,1.0,0.708,1,1,1,"""0-2""",,,
0.61,0.125,9,1.0,0.167,6,3,-3,"""0-3""",,,
0.278,0.6,6,0.084,0.95,7,3,7,"""4-1""",,,
0.5,0.75,4,1.0,0.1,3,1,-2,"""0-2""",,,
0.156,0.909,1,0.282,0.563,1,1,0,"""0-0""",,,
0.455,0.05,7,0.097,0.3,7,3,-1,"""1-2""",,,
0.66,0.75,0,1.0,0.5,9,2,1,"""1-1""",,,
0.13,0.65,4,0.343,0.85,2,3,-2,"""0-2""",,,
1.0,0.75,0,1.0,0.222,2,2,0,"""1-1""",,,
0.155,0.833,3,0.815,0.75,4,2,0,"""0-0""",,,
0.343,0.909,1,0.266,0.75,1,2,0,"""1-1""",,,
0.184,0.773,7,1.0,0.1,4,2,-1,"""1-1""",,,
0.12,0.563,3,0.573,0.438,7,3,-1,"""0-1""",,,
0.035,0.5,2,0.815,0.8,2,3,-2,"""0-2""",,,
0.487,0.3,2,0.489,0.1,9,2,0,"""0-0""",,,
0.237,0.55,3,0.225,0.438,0,1,2,"""2-0""",,,
0.431,0.75,0,0.398,0.8,1,1,1,"""1-0""",,,
0.235,0.75,0,0.398,0.889,1,2,0,"""0-0""",,,
0.204,0.125,4,0.126,0.429,5,1,3,"""3-0""",,,
0.045,0.25,4,0.044,0.667,3,2,0,"""2-2""",,,
0.462,0.833,1,0.612,0.65,6,1,2,"""3-1""",,,
1.0,0.8,7,0.08,1.0,4,3,0,"""0-0""",,,
0.226,0.6,4,0.487,0.3,2,3,-2,"""0-2""",,,
0.55,0.563,7,0.795,0.25,9,3,-1,"""0-2""",,,
0.743,0.375,7,0.336,0.2,4,3,1,"""1-3""",,,
0.042,0.944,9,0.786,0.167,6,3,-3,"""0-3""",,,
0.272,0.444,0,0.398,0.5,6,1,1,"""1-0""",,,
0.409,0.25,4,0.562,0.55,3,2,0,"""2-2""",,,
0.211,0.611,2,0.398,0.6,3,2,0,"""1-1""",,,
0.273,0.65,2,1.0,0.1,2,3,-2,"""0-2""",,,
0.06,0.833,1,0.254,0.65,6,1,2,"""3-1""",,,
0.527,1.0,0,0.6,0.5,3,3,-2,"""0-2""",,,
0.5,0.5,5,0.731,0.2,2,2,0,"""1-1""",,,
0.382,0.5,0,0.093,0.75,9,2,0,"""1-1""",,,
0.34,0.893,1,0.104,0.042,3,1,1,"""1-0""",,,
0.867,0.563,3,0.519,0.444,2,1,1,"""1-0""",,,
0.237,0.25,4,0.165,0.55,0,3,-2,"""2-3""",,,
0.58,0.563,3,0.069,0.95,0,3,-1,"""0-1""",,,
0.743,0.6,3,0.788,0.2,4,2,-2,"""1-2""",,,
0.518,0.167,1,0.219,0.75,7,1,1,"""1-0""",,,
0.098,0.1,6,0.387,0.7,1,2,0,"""0-0""",,,
0.226,0.85,6,0.269,0.8,7,3,-2,"""1-3""",,,
0.098,0.667,6,0.402,0.8,1,2,0,"""0-0""",,,
0.612,0.65,0,0.962,0.15,1,3,-1,"""1-2""",,,
0.455,0.25,3,0.094,0.5,7,3,-1,"""0-1""",,,
0.123,0.25,4,0.882,0.1,0,3,-1,"""0-1""",,,
0.612,0.4,3,0.6,0.1,4,2,0,"""3-3""",,,
0.518,0.45,0,0.882,0.1,6,3,-1,"""0-1""",,,
0.045,1.0,3,0.489,0.5,0,3,-1,"""0-1""",,,
0.325,0.45,3,0.269,0.75,4,3,0,"""0-1""",,,
0.345,0.444,5,0.344,0.15,3,1,-2,"""1-3""",,,
0.066,0.4,6,0.336,0.5,6,3,-1,"""2-3""",,,
0.052,0.667,6,0.487,1.0,4,2,0,"""0-0""",,,
0.06,0.889,1,0.203,0.8,6,1,1,"""2-1""",,,
0.042,0.944,6,0.786,0.167,6,3,-3,"""0-3""",,,
0.462,0.6,4,0.097,0.833,5,1,3,"""3-0""",,,
0.038,0.25,4,0.315,0.95,3,1,7,"""4-1""",,,
0.235,0.95,0,0.042,0.75,4,2,0,"""1-1""",,,
0.098,1.0,6,0.795,0.8,4,2,0,"""0-1""",,,
0.518,0.222,6,0.248,0.464,5,1,1,"""2-1""",,,
0.5,0.75,2,0.882,0.1,9,3,1,"""1-0""",,,
0.292,0.3,2,1.0,0.1,9,2,0,"""2-2""",,,
0.278,0.667,6,0.06,1.0,1,1,3,"""3-0""",,,
0.203,0.389,5,0.28,0.8,4,2,0,"""0-0""",,,
0.32,0.611,6,0.219,0.071,3,1,1,"""2-1""",,,
0.807,0.15,6,0.807,0.4,1,1,0,"""4-2""",,,
0.092,0.5,5,0.562,0.778,3,3,-2,"""0-2""",,,
0.5,0.9,4,0.788,0.5,3,1,0,"""0-2""",,,
0.857,0.417,6,0.133,0.889,6,3,-1,"""1-2""",,,
0.612,0.9,1,1.0,0.8,4,1,-2,"""1-0""",,,
0.466,0.65,6,0.094,0.4,6,3,-1,"""1-2""",,,
0.199,0.636,5,0.815,0.2,3,2,0,"""3-3""",,,
0.08,0.3,7,0.28,0.722,4,1,2,"""7-0""",,,
0.273,0.333,4,0.558,0.2,3,3,-2,"""0-2""",,,
0.427,0.5,2,0.072,0.125,4,3,-2,"""1-3""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.341,1.0,6,0.558,0.167,1,3,-1,"""0-1""",,,
0.321,0.6,4,0.385,0.417,2,1,0,"""1-0""",,,
0.374,0.625,2,1.0,0.75,9,2,0,"""1-1""",,,
0.882,0.05,9,0.044,0.9,7,1,3,"""3-0""",,,
0.961,0.05,9,0.059,0.313,7,1,5,"""6-1""",,,
0.444,0.333,6,0.402,0.2,6,3,-1,"""1-2""",,,
0.035,0.778,0,0.075,0.6,1,2,0,"""0-2""",,,
0.54,0.889,1,0.203,0.5,6,1,1,"""2-1""",,,
0.273,0.5,2,0.562,0.25,2,3,-2,"""0-2""",,,
0.983,0.111,9,0.059,0.667,7,1,5,"""5-0""",,,
0.204,0.393,3,0.435,0.6,7,1,1,"""1-0""",,,
0.444,0.65,2,0.22,0.85,1,3,-1,"""1-0""",,,
0.321,0.333,2,0.093,0.438,3,1,2,"""2-0""",,,
0.184,0.75,6,0.108,0.833,1,2,-1,"""1-1""",,,
0.518,0.625,4,0.563,0.444,2,1,1,"""1-0""",,,
0.073,0.9,1,1.0,0.111,2,1,1,"""1-0""",,,
0.12,0.333,3,0.703,0.5,0,3,-1,"""0-1""",,,
0.278,0.4,4,0.203,0.9,4,2,0,"""2-2""",,,
0.066,0.611,4,0.336,0.667,5,2,-1,"""1-1""",,,
0.661,0.9,2,0.6,0.5,6,1,1,"""1-0""",,,
0.5,0.188,4,0.387,0.9,5,3,-1,"""1-1""",,,
0.301,0.3,2,0.505,0.438,3,1,2,"""2-0""",,,
0.092,0.5,5,0.409,0.55,4,3,-2,"""0-2""",,,
0.184,0.6,4,0.122,0.167,5,3,-1,"""3-0""",,,
0.341,0.5,4,0.409,0.15,2,3,-2,"""0-2""",,,
0.203,0.55,0,0.366,0.9,4,2,0,"""1-1""",,,
0.5,0.625,4,0.97,0.1,9,3,-1,"""0-1""",,,
0.343,0.75,7,0.409,0.75,4,2,0,"""1-1""",,,
0.341,0.5,4,0.558,0.25,7,3,-2,"""0-2""",,,
0.34,0.85,2,0.043,0.15,9,2,0,"""1-1""",,,
0.273,0.375,5,0.344,0.25,3,3,-2,"""0-2""",,,
0.273,0.85,2,0.562,0.25,2,3,-2,"""0-2""",,,
0.173,0.167,1,0.126,0.2,4,2,0,"""3-3""",,,
0.55,0.636,5,0.558,0.778,3,3,-2,"""0-2""",,,
0.635,0.5,4,0.252,0.778,2,3,-2,"""0-2""",,,
0.612,0.667,1,0.22,0.95,1,1,3,"""3-0""",,,
0.066,0.25,4,0.043,1.0,3,2,-1,"""2-3""",,,
0.114,0.333,6,0.108,0.9,4,3,-1,"""3-3""",,,
0.235,0.05,4,0.269,0.85,7,3,-1,"""1-2""",,,
0.226,0.45,3,0.815,0.5,7,1,1,"""1-0""",,,
0.06,0.833,5,0.11,0.333,6,1,2,"""3-1""",,,
0.578,0.1,9,0.19,0.5,3,1,1,"""5-1""",,,
0.292,0.056,3,0.766,0.75,3,1,2,"""3-1""",,,
0.199,0.667,3,0.752,0.409,4,2,0,"""0-0""",,,
0.409,0.167,5,0.344,0.833,7,2,0,"""0-0""",,,
0.508,0.778,1,0.68,0.889,4,3,2,"""3-1""",,,
0.237,0.15,4,0.612,0.95,7,1,2,"""4-1""",,,
0.416,0.75,0,1.0,0.1,9,3,0,"""1-4""",,,
0.301,0.15,6,0.236,0.5,6,3,-1,"""2-3""",,,
0.108,0.063,6,0.703,0.722,6,1,1,"""2-1""",,,
0.485,0.9,0,0.139,0.409,4,2,0,"""1-1""",,,
0.12,0.333,3,0.558,0.95,7,3,-1,"""0-1""",,,
0.042,0.571,7,0.558,0.85,5,1,3,"""4-1""",,,
0.612,0.7,5,0.315,0.2,4,2,0,"""1-3""",,,
0.362,0.111,6,0.203,0.556,6,1,1,"""2-1""",,,
0.035,0.636,7,0.409,0.8,2,3,-2,"""1-3""",,,
1.0,0.278,9,0.132,0.55,3,1,4,"""5-1""",,,
0.527,0.773,6,0.042,0.2,4,3,0,"""3-3""",,,
0.229,0.3,3,0.043,0.7,1,2,0,"""0-0""",,,
0.084,0.222,6,0.203,0.071,6,1,1,"""2-1""",,,
0.066,0.15,4,0.122,0.75,0,2,0,"""1-1""",,,
0.237,0.15,7,0.385,0.95,7,1,2,"""2-0""",,,
0.462,0.3,2,0.093,0.25,3,1,2,"""2-0""",,,
0.518,0.75,4,1.0,0.1,9,1,1,"""1-0""",,,
0.574,0.611,0,0.68,0.5,4,1,1,"""1-0""",,,
0.543,0.944,6,0.409,0.2,4,2,-1,"""0-1""",,,
0.055,0.167,2,0.172,0.071,7,1,1,"""2-1""",,,
0.265,0.5,5,0.28,0.833,3,2,0,"""0-0""",,,
0.045,0.25,4,0.882,0.95,0,3,-1,"""0-1""",,,
0.518,0.2,7,0.219,0.5,4,1,1,"""1-0""",,,
0.66,0.556,1,0.114,0.8,4,3,1,"""1-2""",,,
0.382,0.95,6,0.766,0.5,6,2,0,"""0-0""",,,
0.409,0.167,6,0.042,0.455,4,1,1,"""4-3""",,,
0.508,1.0,6,0.123,0.222,3,2,0,"""1-1""",,,
0.042,0.417,9,0.807,0.167,6,3,-3,"""0-3""",,,
0.578,0.75,0,0.882,0.6,0,3,-1,"""0-1""",,,
0.092,0.85,4,0.409,0.55,0,3,-1,"""0-2""",,,
0.065,0.182,6,0.205,1.0,4,2,0,"""0-0""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.273,1.0,0,0.97,0.6,1,3,-1,"""0-1""",,,
0.042,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.197,0.333,3,0.104,0.944,0,1,2,"""2-0""",,,
0.343,0.417,2,0.225,0.7,3,1,2,"""2-0""",,,
0.211,1.0,4,0.766,0.6,5,2,0,"""1-1""",,,
0.402,0.85,4,0.412,0.111,3,1,1,"""7-0""",,,
0.807,0.833,7,0.278,0.875,6,1,2,"""3-1""",,,
0.26,1.0,0,1.0,0.5,1,3,-1,"""0-1""",,,
0.961,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.509,0.95,1,0.122,0.722,4,2,0,"""0-0""",,,
0.555,0.182,6,0.072,0.75,4,2,0,"""0-0""",,,
0.325,0.55,2,0.462,0.35,3,2,0,"""1-1""",,,
0.578,0.889,2,0.435,0.5,6,3,-1,"""0-1""",,,
0.343,0.1,7,0.051,0.679,7,1,1,"""1-0""",,,
0.49,0.179,3,0.206,0.45,7,1,1,"""3-2""",,,
0.55,0.95,1,0.343,0.8,2,3,-2,"""0-2""",,,
0.574,0.45,0,0.097,0.563,7,1,1,"""1-0""",,,
0.055,0.833,6,1.0,0.556,6,3,-3,"""1-4""",,,
1.0,0.15,6,0.398,0.5,3,1,1,"""1-0""",,,
1.0,0.625,0,1.0,0.0625,9,2,0,"""2-2""",,,
0.578,0.333,3,0.266,1.0,4,3,-1,"""1-2""",,,
0.473,0.417,0,0.206,0.042,9,3,-3,"""1-1""",,,
1.0,0.95,3,0.281,0.2,4,2,0,"""1-1""",,,
0.612,0.95,5,0.462,0.167,6,1,1,"""2-1""",,,
0.482,0.7,3,0.962,0.6,0,1,1,"""3-2""",,,
0.068,0.95,1,0.122,0.167,5,3,-2,"""1-3""",,,
0.5,0.4,2,1.0,0.111,9,2,0,"""2-2""",,,
0.156,0.167,1,0.271,0.444,6,1,1,"""2-1""",,,
0.155,0.773,4,0.558,0.2,4,3,2,"""1-0""",,,
0.199,0.625,2,0.752,0.5,3,1,0,"""3-0""",,,
0.184,0.95,6,0.069,0.5,6,3,-1,"""0-1""",,,
0.962,0.85,7,0.19,0.9,1,2,0,"""0-1""",,,
0.661,0.75,2,0.519,0.1,9,1,1,"""1-0""",,,
0.13,0.5,4,0.343,0.4,2,3,-2,"""0-2""",,,
0.32,0.222,6,0.391,0.444,6,1,1,"""2-1""",,,
0.527,0.65,5,0.562,0.25,9,1,-2,"""0-2""",,,
0.066,0.05,3,0.051,0.45,7,1,1,"""3-2""",,,
0.482,1.0,3,0.151,0.6,1,3,-1,"""0-1""",,,
0.184,0.625,2,0.272,0.778,2,3,-2,"""0-2""",,,
0.301,0.3,2,0.12,0.25,3,1,2,"""2-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""0-3""",,,
0.266,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.983,0.05,9,0.1,0.45,7,1,5,"""5-0""",,,
0.237,0.636,7,0.165,0.25,4,3,2,"""1-2""",,,
0.366,0.45,7,0.19,0.3,3,1,2,"""2-0""",,,
0.983,0.05,9,0.1,0.45,7,1,5,"""6-1""",,,
0.092,0.5,5,0.343,0.455,2,3,-2,"""0-2""",,,
0.229,0.1,6,0.68,0.083,2,2,0,"""1-1""",,,
0.44,0.8,3,0.387,0.5,1,3,-1,"""2-3""",,,
0.518,0.167,3,0.122,0.722,4,1,1,"""3-2""",,,
1.0,0.95,4,0.549,0.8,3,2,0,"""1-1""",,,
0.609,0.438,4,0.295,0.688,5,1,3,"""3-0""",,,
0.478,0.688,1,0.11,1.0,7,1,1,"""3-2""",,,
0.509,0.778,6,0.487,0.889,6,2,0,"""1-1""",,,
0.343,0.438,9,0.295,0.95,1,1,3,"""3-0""",,,
0.237,0.889,1,0.505,0.65,6,1,2,"""3-1""",,,
0.609,0.125,4,0.22,0.688,5,1,3,"""3-0""",,,
0.138,0.6,4,0.097,0.667,5,3,-1,"""1-2""",,,
0.444,0.333,6,0.544,1.0,7,3,-1,"""0-1""",,,
0.55,0.909,4,0.126,0.1,9,3,-2,"""0-2""",,,
0.455,0.05,3,0.069,0.95,0,3,-1,"""0-1""",,,
0.362,0.3,6,0.123,0.556,4,1,1,"""2-1""",,,
0.502,0.611,6,0.766,0.6,0,2,0,"""1-1""",,,
0.58,0.85,6,0.402,1.0,1,3,1,"""0-1""",,,
0.612,0.5,6,0.54,0.8,3,3,-2,"""0-2""",,,
0.58,0.889,0,0.151,0.167,1,3,-1,"""0-1""",,,
0.55,0.85,4,0.962,0.25,9,3,-2,"""0-2""",,,
0.073,0.3,2,1.0,0.15,6,2,0,"""2-2""",,,
0.343,0.611,6,0.715,0.722,4,2,0,"""1-1""",,,
0.336,0.5,2,1.0,0.889,2,2,0,"""2-2""",,,
1.0,0.278,9,0.268,0.55,3,1,4,"""5-1""",,,
0.58,0.563,6,0.54,1.0,1,3,-1,"""0-1""",,,
0.857,0.611,6,0.043,0.5,1,2,0,"""2-0""",,,
0.226,0.167,4,0.203,0.3,3,1,1,"""1-0""",,,
0.409,0.4,3,0.535,0.6,1,2,0,"""0-1""",,,
0.374,0.722,2,1.0,0.9,9,2,0,"""1-4""",,,
0.06,0.833,1,0.12,0.65,4,1,2,"""3-1""",,,
0.409,0.3,1,1.0,0.2,9,2,0,"""1-1""",,,
0.045,0.833,6,0.284,1.0,1,2,-1,"""0-0""",,,
0.155,0.8,4,0.366,1.0,3,2,0,"""1-1""",,,
0.111,0.2,7,0.344,0.4,4,2,0,"""1-1""",,,
0.502,0.55,4,0.366,0.8,2,2,0,"""3-2""",,,
0.55,0.65,5,0.549,0.7,7,3,-2,"""7-0""",,,
0.226,0.417,7,0.549,0.2,4,3,-1,"""3-3",,,
0.055,0.222,6,0.219,0.444,2,1,1,"""2-1""",,,
0.487,0.667,6,0.295,0.875,1,1,3,"""3-0""",,,
0.501,0.45,3,0.19,0.438,4,1,2,"""2-0""",,,
0.5,0.778,4,0.366,0.15,3,2,0,"""1-1""",,,
0.66,0.4,3,0.093,0.667,7,1,1,"""3-2""",,,
0.237,0.1,4,0.268,0.833,3,1,3,"""1-0""",,,
0.1,0.444,1,0.612,0.65,6,1,2,"""3-1""",,,
0.543,0.7,5,0.343,0.6,2,2,0,"""0-0""",,,
0.066,0.75,3,0.069,0.464,0,3,1,"""1-0""",,,
0.518,0.889,0,0.315,0.85,2,1,1,"""1-0""",,,
0.046,0.25,4,1.0,0.8,6,2,-1,"""3-3",,,
0.343,0.611,6,0.28,0.5,4,2,0,"""1-1""",,,
0.487,0.65,1,1.0,0.1,9,1,1,"""1-0""",,,
0.487,0.55,0,0.048,0.95,5,1,3,"""3-0""",,,
0.455,1.0,0,0.97,0.5,1,3,-1,"""0-1""",,,
0.292,0.3,2,0.566,0.65,6,1,0,"""1-0""",,,
0.06,0.75,1,0.6,0.25,7,1,1,"""1-0""",,,
0.578,0.6,4,0.97,0.3,3,1,2,"""2-1""",,,
0.466,0.333,2,0.398,0.7,4,2,0,"""1-1""",,,
0.402,0.389,3,0.08,0.5,7,1,1,"""4-1""",,,
0.482,0.15,5,0.409,0.95,3,3,-2,"""1-3""",,,
0.465,0.4,2,0.715,0.75,4,2,0,"""1-1""",,,
0.525,0.667,4,0.126,0.688,3,1,1,"""3-0""",,,
0.455,0.4,3,0.072,0.95,4,3,-1,"""0-1""",,,
0.61,0.05,1,0.609,0.65,6,3,-3,"""0-3""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.409,0.5,5,0.752,0.2,3,2,0,"""2-2""",,,
0.366,0.35,7,0.397,0.3,4,1,2,"""2-0""",,,
0.304,0.136,3,0.051,0.05,7,1,1,"""1-0""",,,
1.0,0.1,9,0.22,0.55,3,1,4,"""5-1""",,,
0.343,0.611,4,0.072,0.75,2,2,0,"""1-1""",,,
0.1,0.625,1,0.558,0.3,5,1,1,"""2-1""",,,
0.857,0.389,3,0.284,0.9,1,2,0,"""0-0""",,,
0.291,1.0,0,1.0,0.1,9,3,-1,"""0-1""",,,
0.226,0.85,5,0.343,0.8,4,3,-2,"""0-2""",,,
0.66,0.2,4,0.391,0.154,5,1,1,"""1-0""",,,
0.32,0.167,6,0.519,0.556,6,1,2,"""2-1""",,,
0.661,0.615,4,0.108,0.591,2,1,1,"""1-0""",,,
0.789,0.2,2,0.266,0.222,2,2,0,"""2-2""",,,
0.291,0.4,0,0.875,0.85,4,3,-2,"""0-2""",,,
0.108,0.167,3,0.282,0.45,7,1,1,"""3-2""",,,
0.44,0.65,2,1.0,0.1,9,3,-4,"""0-4""",,,
0.807,1.0,4,0.08,0.1,6,2,0,"""2-2""",,,
0.173,0.889,4,0.462,0.889,2,2,0,"""0-0""",,,
0.61,0.125,9,0.609,0.313,6,3,-3,"""0-3""",,,
0.961,0.6,4,0.315,0.667,7,1,1,"""3-2""",,,
0.199,0.85,5,0.072,0.15,4,2,0,"""1-1""",,,
0.235,0.571,7,0.344,0.2,4,2,0,"""0-0""",,,
0.345,0.833,1,0.12,0.9,6,1,2,"""3-1""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.045,0.05,4,0.044,1.0,1,1,3,"""4-1""",,,
0.304,0.5,4,0.275,0.95,7,1,1,"""1-0""",,,
0.466,0.375,6,1.0,0.5,9,3,-1,"""0-2""",,,
0.073,0.75,7,0.093,0.95,0,1,-1,"""2-0""",,,
0.266,1.0,0,0.962,0.667,9,3,-1,"""1-0""",,,
1.0,1.0,0,0.402,0.5,7,3,-4,"""0-1""",,,
0.807,0.85,4,0.286,0.2,6,3,-1,"""2-3""",,,
0.325,0.5,0,0.315,0.75,5,2,0,"""3-0""",,,
0.382,1.0,4,0.409,0.8,4,2,0,"""0-0""",,,
0.13,0.65,2,1.0,0.1,9,3,-2,"""0-2""",,,
0.482,0.4,0,1.0,0.1,9,3,-1,"""0-1""",,,
1.0,0.893,4,0.286,0.667,3,2,0,"""2-2""",,,
0.961,0.05,9,0.541,0.45,7,1,5,"""6-1""",,,
0.499,0.563,7,0.108,0.5,7,1,1,"""1-0""",,,
0.068,0.625,0,1.0,0.0625,9,3,-3,"""1-4""",,,
0.068,0.625,0,1.0,0.042,9,3,-3,"""1-4""",,,
1.0,0.056,9,0.132,0.55,3,1,4,"""5-1""",,,
0.26,0.636,5,0.815,0.2,4,3,-2,"""1-2""",,,
0.739,0.188,7,0.092,1.0,6,3,-3,"""2-3""",,,
0.499,0.125,4,0.295,0.6,5,1,3,"""3-0""",,,
0.12,0.563,3,0.875,0.438,0,3,-1,"""0-1""",,,
0.08,0.889,6,0.108,1.0,1,2,0,"""0-0""",,,
0.06,0.4,3,0.075,0.85,7,1,1,"""1-0""",,,
0.325,0.188,6,0.68,0.2,3,2,0,"""0-0""",,,
0.066,0.5,2,1.0,0.1,9,3,-1,"""1-2""",,,
0.597,0.95,7,0.68,0.9,4,3,0,"""4-3""",,,
0.525,0.25,4,0.044,0.55,3,1,1,"""2-2""",,,
0.44,0.05,3,0.125,0.556,7,1,-1,"""0-1""",,,
0.098,0.9,3,0.409,0.15,4,2,0,"""1-1""",,,
0.882,0.111,4,0.203,0.071,3,1,1,"""1-0""",,,
0.743,0.636,6,0.344,0.455,4,3,-2,"""1-3""",,,
0.045,0.4,4,0.295,0.438,1,3,-1,"""4-1""",,,
0.068,0.214,6,0.505,0.722,7,2,0,"""0-0""",,,
0.291,0.75,1,0.343,0.667,9,3,-2,"""0-2""",,,
0.123,0.6,5,0.505,0.25,3,1,-2,"""4-1""",,,
0.555,0.85,6,0.501,0.5,3,3,-1,"""0-1""",,,
0.345,0.636,5,0.409,0.2,2,3,-2,"""0-2""",,,
0.962,0.45,1,0.266,0.438,4,1,2,"""2-0""",,,
0.278,0.4,3,0.271,0.6,0,1,1,"""2-1""",,,
0.789,0.15,4,0.715,0.5,3,2,0,"""0-1""",,,
0.431,0.773,6,0.612,0.222,3,2,0,"""3-3""",,,
0.203,0.5,4,0.093,0.7,5,2,0,"""1-1""",,,
0.343,0.8,7,0.387,0.679,4,2,0,"""0-0""",,,
0.098,0.611,4,0.882,0.167,3,3,-1,"""0-1""",,,
0.44,0.688,3,0.069,0.438,7,3,-1,"""0-1""",,,
0.348,0.5,4,0.084,0.3,4,1,3,"""0-1""",,,
0.343,0.9,3,0.731,0.8,4,2,0,"""0-0""",,,
0.108,0.167,6,0.11,0.556,2,1,1,"""2-1""",,,
0.482,1.0,0,1.0,0.5,9,2,-1,"""0-1""",,,
0.343,0.1,7,0.218,0.9,4,2,0,"""2-2""",,,
0.208,0.95,4,0.133,0.6,1,2,0,"""0-1""",,,
0.208,0.389,0,0.402,0.889,6,2,-1,"""0-1""",,,
0.416,1.0,2,0.202,0.15,4,2,0,"""0-0""",,,
0.073,0.222,6,0.391,0.3,2,1,1,"""2-1""",,,
0.462,0.9,5,0.139,0.15,4,1,-2,"""1-3""",,,
0.5,0.25,4,0.093,0.778,9,2,0,"""1-1""",,,
0.117,0.95,1,0.108,0.722,4,2,0,"""0-0""",,,
0.065,1.0,0,0.474,0.6,3,2,0,"""1-1""",,,
